file_id,aritfact_id,slug,img_key,is_journal_article
16723438,15832579,genome-wide-identification-of-a-regulatory-mutation-in-bmp15-controlling-prolificacy-in-sheep,artifacts/file/img/88b2ec75-4a13-46ac-8ae3-33d3be1fc1dd.png,true
16723454,15832595,impact-of-laparoscopic-roux-en-y-gastric-bypass-and-sleeve-gastrectomy-on-gut-microbiota,artifacts/file/img/d6bc8cb7-48f4-4a73-b60e-114f4d1b561c.png,true
16723467,15832608,improved-prediction-of-tablet-properties-with-near-infrared-spectroscopy-by-a-fusion-of-scatter-correction-techniques,artifacts/file/img/5b796944-cc59-43fd-b334-ee00f4a6c88b.png,true
16723890,15833031,effects-of-thorium-on-bacterial-microalgal-and-micromeiofaunal-community-structures-in-a-periphytic-biofilm,artifacts/file/img/fb28b59c-5ad1-4512-9863-4a1868c81949.png,true
16724140,15833281,dealing-with-temporal-data-imperfections-entered-by-users,artifacts/file/img/2f34650d-ea8b-4ff9-a874-ba9cc39dec4c.png,true
16724419,15833560,using-electrical-resistivity-tomography-to-detect-wetwood-and-estimate-moisture-content-in-silver-fir-abies-alba-mill,artifacts/file/img/6872e617-9777-4e0e-b615-4adeb6e2450a.png,true
16724836,15833977,mass-transfer-and-thermodynamics-phenomena-in-high-pressure-two-phase-microflows,artifacts/file/img/c224a391-63a6-478a-9ad9-dcd8c22d0ea7.png,true
16724846,15833987,trends-in-prevalence-of-blindness-and-distance-and-near-vision-impairment-over-30-years,artifacts/file/img/c92fba36-dbd8-4831-9097-5ea6ec195f22.png,true
16724954,15834095,effects-of-elevated-cosub2sub-and-extreme-climatic-events-on-forage-quality-and-in-vitro-rumen-fermentation-in-permanent-grassland,artifacts/file/img/571a394f-3307-4f3e-9605-275c2a90bbd8.png,true
16725060,15834201,online-survey-about-the-strobe-statement-highlighted-diverging-views-about-its-content-purpose-and-value,artifacts/file/img/5bf04a53-4575-490e-aebc-7c9664bf3dcf.png,true
16725067,15834208,improving-common-bacterial-blight-phenotyping-by-using-rub-inoculation-and-machine-learning,artifacts/file/img/ee60bba8-f190-4ca7-a873-b01cd1d94061.png,true
16725171,15834312,thermal-treatment-reduces-gliadin-recognition-by-ige-but-a-subsequent-digestion-and-epithelial-crossing-permits-recovery,artifacts/file/img/76793d33-93a4-451c-ade7-cd9d68907980.png,true
16725178,15834319,temporary-immersion-bioreactor-system-for-propagation-by-somatic-embryogenesis-of-hybrid-larch-larix-x-eurolepis-henry,artifacts/file/img/bd86bb4d-b028-4546-b260-a08babd6b1ba.png,true
16725179,15834320,design-workshop-with-farmers-as-a-promising-tool-to-support-the-introduction-of-diversifying-crops-within-a-territory,artifacts/file/img/7fcccde6-c5e7-4f54-be1e-b0a56b47ab24.png,true
16725232,15834372,fair,artifacts/file/img/89a804b7-314b-466c-9921-6eb8d60329e7.png,true
16725284,15834425,melatonin-as-master-regulator-in-plant-growth-development-and-stress-alleviator-for-sustainable-agricultural-production,artifacts/file/img/3ec4d0f1-17d1-4523-9ec9-ed7b7a4f5db9.png,true
16725324,15834465,analysis-of-thermohaline-variations-from-intra-seasonal-to-seasonal-scales-of-freshwater-plumes-in-the-gulf-of-guinea,artifacts/file/img/f9dbfb3b-a3ba-4cdc-86f7-e0e07df1d72d.png,true
16725479,15834620,integration-of-biodiversity-in-landscape-planning,artifacts/file/img/ade038f0-b63a-4730-87ca-ab4fb015a1e4.png,false
16725519,15834660,individual-tree-extraction-from-terrestrial-laser-scanning-data-via-graph-pathing,artifacts/file/img/906f21a8-0ee0-45c7-a77f-006285abef08.png,true
16725559,15834700,from-cultivar-mixtures-to-allelic-mixtures,artifacts/file/img/9c18e564-72eb-4cc9-8a6a-6432e6f8199e.png,true
16725586,15834727,a-multiomic-approach-to-understand-how-pleurotus-eryngii-transforms-non-woody-lignocellulosic-material,artifacts/file/img/05829e1e-8182-4037-835d-ffcb307bf567.png,true
16725601,15834742,knowledge-of-brucellosis-health-seeking-behaviour-and-risk-factors-for-brucella-infection-amongst-workers-on-cattle-farms-in-gauteng-south-africa,artifacts/file/img/6e6954c2-5d42-42eb-868b-4cb2e4209c3c.png,true
16725602,15834743,how-to-modulate-the-formation-of-negative-volatile-sulfur-compounds-during-wine-fermentation,artifacts/file/img/a3adfd53-0b31-44ff-8d51-36fa3cf91b2f.png,true
16725610,15834751,effect-of-access-to-outdoor-grazing-and-stocking-density-on-space-and-pasture-use-behaviour-reactivity-and-growth-traits-of-weaned-rabbits,artifacts/file/img/46aecb68-bc6f-4e3f-8baf-17c0b6ffb9f0.png,true
16725729,15834870,the-algovue-clinical-trial,artifacts/file/img/3a15cf67-2ace-487c-a341-e3dbd817f343.png,true
16725779,15834920,urbanization-affects-oak-pathogen-interactions-across-spatial-scales,artifacts/file/img/c5664e80-0915-455e-a961-728f05633860.png,true
16725786,15834927,analyse-lexicometrique-des-politiques-publiques-francaises-agroecologiques,artifacts/file/img/7c8a8977-ce1b-46c9-8517-252313fc0a61.png,true
16725793,15834934,consumer-perceptions-of-antimicrobial-use-in-animal-husbandry,artifacts/file/img/63f415e7-d90a-4b6e-85ed-d10d9b37561d.png,true
16725933,15835074,impact-of-early-genomic-prediction-for-recurrent-selection-in-an-upland-rice-synthetic-population,artifacts/file/img/84eef804-f0f0-41c2-b37c-9812e6fd3a3b.png,true
16726146,15835287,intake-estimation-of-phytochemicals-in-a-french-well-balanced-diet,artifacts/file/img/97fccd10-0fac-4fd0-935f-eedaf0959f35.png,true
16726168,15835309,oomycetes-in-rhizosphere-soil-of-ornamental-plants-from-retail-nurseries-in-southern-sweden,artifacts/file/img/79798108-93f4-4e01-b3c5-b4fc5f63f9eb.png,true
16726200,15835341,a-bayesian-network-approach-for-the-identification-of-relationships-between-drivers-of-chlordecone-bioaccumulation-in-plants,artifacts/file/img/587312d8-1d71-4d37-ae51-5d5b3558d1b4.png,true
16726211,15835352,role-of-dietary-supplements-and-probiotics-in-modulating-microbiota-and-bone-health,artifacts/file/img/51c30d81-3a34-4978-b4cc-784f5fdaeefe.png,true
16726422,15835563,effects-of-rice-husk-biochar-coated-urea-and-anaerobically-digested-rice-straw-compost-on-the-soil-fertility-and-cyclic-effect-of-phosphorus,artifacts/file/img/4a69d3ae-7974-4273-b065-0cc7a86bb708.png,true
16685867,15795008,peripheral-facial-palsy-following-covid-19-vaccination,artifacts/file/img/9adce426-f399-46be-8edc-fc6e2e37dfac.png,true
16685945,15795086,phenotype-associated-with-taf2-biallelic-mutations,artifacts/file/img/b903da64-2075-4a59-8757-eb658412f6d0.png,true
16685985,15795126,seipin-localizes-at-endoplasmic-reticulum-mitochondria-contact-sites-to-control-mitochondrial-calcium-import-and-metabolism-in-adipocytes,artifacts/file/img/fa1df3d9-8e3e-4a2f-8d76-81f38eded2f9.png,true
16686065,15795206,classical-configurations-and-reconfigurations-in-salman-rushdies-the-enchantress-of-florence,artifacts/file/img/aca640ee-78ca-4349-88ff-bdffccaa37bc.png,true
16686159,15795300,introduction,artifacts/file/img/8909d10b-2553-4991-9bc3-e26b1d56fdc5.png,true
16686171,15795312,the-saga-of-the-false-fossil-foram-eozoon,artifacts/file/img/f43ed0d3-56da-4241-8e28-316859880358.png,true
16686302,15795443,visual-area-specific-tonic-modulation-of-gaba-release-by-endocannabinoids-sets-the-activity-and-coordination-of-neocortical-principal-neurons,artifacts/file/img/72613045-abc9-4d30-ab82-32e72226317c.png,true
16686390,15795531,endoc-bh5-cells-are-storable-and-ready-to-use-human-pancreatic-beta-cells-with-physiological-insulin-secretion,artifacts/file/img/f4eb62c6-b02d-46dc-a1a1-22a1f5505a8b.png,true
16686455,15795596,an-efficient-5-aminolevulinic-acid-photodynamic-therapy-treatment-for-human-hepatocellular-carcinoma,artifacts/file/img/a2534b92-267f-4295-bff4-116d3694d929.png,true
16686484,15795625,network-topology-of-the-interphase-between-cross-linked-polyurethaneethylene-propylene-diene-terpolymer-elastomers-for-adhesion-applications,artifacts/file/img/c03e8d6a-d764-4e12-81cd-a0b4611fb025.png,true
16686564,15795705,prevalence-and-clinical-relevance-of-vzv-lung-detection-in-intensive-care-unit,artifacts/file/img/396450a9-6c06-4f7d-bd00-fe87f525e457.png,true
16686565,15795706,abcb4-variant-is-associated-with-hepatobiliary-mr-abnormalities-in-people-with-low-phospholipid-associated-cholelithiasis-syndrome,artifacts/file/img/21d59c2d-0d6e-40ca-a593-4c64952c800c.png,true
16686620,15795761,les-etudes-medievales-dans-les-enseignements-en-france,artifacts/file/img/7b4eca4c-ad18-4368-bdd4-0844801b6a93.png,true
16686641,15795782,datamining-genetic-diversity-analyses-and-phylogeographic-reconstructions-redefine-the-worldwide-evolutionary-history-of-grapevine-pinot-gris-virus-and-grapevine-berry-inner-necrosis-virus,artifacts/file/img/3fc8e453-26e5-47cc-8065-ee2b29e35d55.png,true
16686653,15795794,penetration-depth-in-multilayered-biological-tissues-using-a-compact-microwave-biosensor,artifacts/file/img/e6f11eeb-fe32-481c-a484-d09c76e922a5.png,true
16686774,15795915,cxcr7-promotes-foetal-myoblast-fusion-at-muscle-fiber-tips-independently-of-myomaker-via-a-ss1integrin-egfr-dependent-mechanism,artifacts/file/img/f88e8c70-533e-454f-8de0-172b5464da0b.png,true
16686829,15795970,long-range-inhibition-synchronizes-and-updates-prefrontal-task-activity,artifacts/file/img/2be98c55-80ef-4fd8-9d7c-e16defefff88.png,true
16686865,15796006,a-look-back-at-convalescent-plasma-to-treat-covid-19,artifacts/file/img/4cf21eb5-003b-495c-86cf-4162b528efaa.png,true
16686873,15796014,john-ruskin-william-morris-and-walter-pater,artifacts/file/img/10a048d8-0102-406d-ab86-eb26e40c5a5d.png,true
16687263,15796404,bacterial-symbiont-diversity-in-arctic-seep-oligobrachia-siboglinids,artifacts/file/img/10d9bf0e-638f-40a0-8eae-3beec5693754.png,true
16687271,15796412,impact-of-climate-perturbations-on-seeds-and-seed-quality-for-global-agriculture,artifacts/file/img/0ff37606-4dc2-4393-82b9-06ec88bf86a8.png,true
16687774,15796915,increased-cortical-plasticity-leads-to-memory-interference-and-enhanced-hippocampal-cortical-interactions,artifacts/file/img/7cb77d68-88f7-4910-a700-256ebaf85325.png,true
16687787,15796928,a-metabolomic-study-of-yeastbacteria-interactions,artifacts/file/img/1c554912-ab63-49f9-9a5a-39d09d3debad.png,true
16688533,15797674,historical-aerial-surveys-map-long-term-changes-of-forest-cover-and-structure-in-the-central-congo-basin,artifacts/file/img/6b7c0efc-c176-4504-9155-19ff2b423e60.png,true
16688598,15797739,the-in-vivo-isgylome-links-isg15-to-metabolic-pathways-and-autophagy-upon-listeria-monocytogenes-infection,artifacts/file/img/d235561a-00f9-40ba-8eb2-bbba2ed1017f.png,true
16690919,15800060,combined-effect-of-whey-protein-aggregates-and-caseins-on-dairy-emulsions-stability-during-technological-treatments,artifacts/file/img/21053f20-a4e5-46e8-bb82-69ffc4b2d39c.png,true
16691691,15800832,modeling-the-relationship-of-aeration-oxygen-transfer-and-treatment-performance-in-aerated-horizontal-flow-treatment-wetlands,artifacts/file/img/83e118b6-c849-4dc0-9f81-6da0a1a12ecb.png,true
16692082,15801223,safety-assessment-of-the-process-linpac-based-on-linpac-super-clean-technology-used-to-recycle-post-consumer-pet-into-food-contact-materials,artifacts/file/img/eee3a977-befa-466c-bdec-11e851579b7c.png,true
16692256,15801397,sustainability-checklist-in-support-of-the-design-of-food-processing,artifacts/file/img/2dae162d-24a8-4911-8061-54ef77c29797.png,true
16692378,15801519,different-grain-filling-rates-explain-grain-weight-differences-along-the-wheat-ear,artifacts/file/img/589121b1-7f04-4c3d-9aa3-7e230a5ab909.png,true
16692416,15801557,crystal-structure-of-the-multidrug-resistance-regulator-ramr-complexed-with-bile-acids,artifacts/file/img/bfb0a87a-6ba0-46c3-a16e-4069b9638e8d.png,true
16692429,15801570,safety-evaluation-of-the-food-enzyme-endo-14-b-xylanase-from-a-genetically-modified-aspergillus-niger-strain-xea,artifacts/file/img/a0528a11-240e-404f-9133-59ddd9fb77c9.png,true
16692548,15801689,root-architectural-trait-diversity-in-aubergine-emsolanum-melongenaem-l-and-related-species-and-correlations-with-plant-biomass,artifacts/file/img/534ab136-bbcb-42a9-8add-a3c805ecce4b.png,true
16692671,15801812,first-evidence-of-besnoitia-bennetti-infection-protozoa,artifacts/file/img/dde0a9b9-43ba-4e1a-8541-b019f19e399f.png,true
16692782,15801923,plant-diversity-drives-global-patterns-of-insect-invasions,artifacts/file/img/46af6372-0af6-4a56-87ec-a59c6eb93730.png,true
16692891,15802032,perioperative-management-of-adult-diabetic-patients,artifacts/file/img/0716ec77-c3ca-4203-8067-5e2277907c8f.png,true
16693164,15802305,extremal-dependence-of-random-scale-constructions,artifacts/file/img/55f53cc8-8f7a-4323-8e41-74e35ead3b5b.png,true
16693260,15802401,landscape-consequences-of-aggregation-rules-for-functional-equivalence-in-compensatory-mitigation-programs,artifacts/file/img/5e85a189-19a2-4cb6-9c07-292eac89731d.png,true
16693452,15802593,plant-parasitic-nematodes-parasitizing-saffron-in-morocco,artifacts/file/img/0292d0e0-23d7-418a-8357-f9c99358f4c3.png,true
16693457,15802598,microbiota-of-grapevine-woody-tissues-with-or-without-esca-foliar-symptoms-in-northeast-spain,artifacts/file/img/84576734-5455-457d-80e0-fd01c14c84fa.png,true
16693458,15802599,odour-conditioning-of-positive-affective-states,artifacts/file/img/6bed70e4-7989-4776-b27a-a1e0eb03d144.png,true
16693545,15802686,time-course-analysis-of-emdrosophila-suzukiiem-interaction-with-endoparasitoid-wasps-evidences-a-delayed-encapsulation-response-compared-to-emd,artifacts/file/img/e060e9f9-a0d2-4472-8957-1b9622b139e8.png,true
16693725,15802866,sequence-analysis-of-european-maize-inbred-line-f2-provides-new-insights-into-molecular-and-chromosomal-characteristics-of-presenceabsence-variants,artifacts/file/img/fe133788-1cb5-4b59-8f8d-d2f58a41cd32.png,true
16693752,15802894,possible-involvement-of-the-rarres2cmklr1-system-in-metabolic-and-reproductive-parameters-in-holstein-dairy-cows,artifacts/file/img/ca9c9169-8e41-4cfa-ab39-87453a7208dc.png,true
16694019,15803160,subretinal-drusenoid-deposits-in-the-elderly-in-a-population-based-study-the-montrachet-study,artifacts/file/img/3f82bc4c-001d-49a6-92ab-85bb08a0af54.png,true
16694046,15803187,presence-of-causative-mutations-affecting-prolificacy-in-the-noire-du-velay-and-mouton-vendeen-sheep-breeds,artifacts/file/img/2d3c3e85-1f0a-4b5b-9b49-cb70075553c7.png,true
16694109,15803250,role-of-membrane-compartment-occupied-by-can1-mcc-and-eisosome-subdomains-in-plant-pathogenicity-of-the-necrotrophic-fungus-alternaria-brassicicola,artifacts/file/img/aac71a6b-11d3-49ac-bcbd-2c6bcbccb197.png,true
16694110,15803251,learning-the-optimal-scale-for-gwas-through-hierarchical-snp-aggregation,artifacts/file/img/11cf580a-64ea-40a4-8981-b67538f2176d.png,true
16694186,15803327,a-trait-database-for-phytoplankton-of-temperate-lakes,artifacts/file/img/bff65df8-9048-42de-a785-a962791bce7a.png,true
16694396,15803537,demographic-histories-and-genetic-diversity-across-pinnipeds-are-shaped-by-human-exploitation-ecology-and-life-history,artifacts/file/img/64f9aafd-fc4c-4570-8eaf-14e748fa4921.png,true
16726314,15835455,analyser-les-dynamiques-temporelles-de-fertilite-chimique-des-sols-de-prairie-permanente-en-systemes-laitiers-autonomes,artifacts/file/img/d1210312-44e7-49e9-a4e7-8bcdeceedae5.png,true
16726431,15835572,subpixel-detection-of-peanut-in-wheat-flour-using-a-matched-subspace-detector-algorithm-and-near-infrared-hyperspectral-imaging,artifacts/file/img/39171018-a996-41de-964d-cafdf141467a.png,true
16726529,15835670,life-cycle-inventory-and-assessment-data-for-quantifying-the-environmental-impacts-of-a-wide-range-of-food-products-belonging-to-the-same-food-category,artifacts/file/img/272d03b7-9ded-48a0-8407-a740413c26dd.png,true
16726662,15835803,design-and-characterization-of-supramolecular-materials-displaying-enhanced-circularly-polarized-luminescence-and-mechanofluorochromism,artifacts/file/img/8f2588ec-7925-472b-b051-6c5d9c079a21.png,true
16726719,15835860,ecotoxicological-assessment-of-silver-nanoparticles-and-their-derivatives,artifacts/file/img/dd6c9fc8-486a-4886-98df-a0062b11b9e7.png,true
16726731,15835872,complex-network-analysis-to-understand-trading-partnership-in-french-swine-production,artifacts/file/img/6e8fbc28-1659-4f4b-90c1-f6f886917d19.png,true
16726767,15835908,the-management-of-lamb-heterogeneity-is-a-tool-for-farmers-marketing-strategies,artifacts/file/img/f2e7c76f-b10f-46e7-b62f-e8c944b51bd0.png,true
16726770,15835911,prime-editing-in-the-model-plant-physcomitrium-patens-and-its-potential-in-the-tetraploid-potato,artifacts/file/img/8cb89d6d-80b1-400b-8ee9-5290047860be.png,true
16726917,15836058,towards-a-statistically-robust-determination-of-minimum-water-potential-and-hydraulic-risk-in-plants,artifacts/file/img/ad172be9-7970-4d5a-8796-9c282494dccd.png,true
16726919,15836060,covid-19-international-agricultural-economy-and-animal-sectors,artifacts/file/img/f3a7288e-5bf1-4df9-ba82-5a6218b60ace.png,true
16727021,15836162,unique-and-shared-effects-of-local-and-catchment-predictors-over-distribution-of-hyporheic-organisms,artifacts/file/img/90896c3c-c866-45b7-867f-99d9521f7797.png,true
16727073,15836214,domain-ontologies-to-explore-and-manage-functional-soil-invertebrate-diversity,artifacts/file/img/0da71bef-e1aa-4c58-87e7-0ce4185b4e4c.png,true
16727083,15836224,species-variation-in-the-hydrogen-isotope-composition-of-leaf-cellulose-is-mostly-driven-by-isotopic-variation-in-leaf-sucrose,artifacts/file/img/99fc9290-8d14-4ce1-9eda-88586cbe9000.png,true
16727086,15836227,assessment-of-spray-drift-potential-reduction-for-hollow-cone-nozzles,artifacts/file/img/f110dab7-f37e-4bab-a7cd-bb21e8f5424a.png,true
16727229,15836370,validation-of-the-traditional-medicinal-use-of-a-mexican-endemic-orchid-prosthechea-karwinskii-through-uplc-esi-qtof-msms-characterization-of-its-bioactive-compounds,artifacts/file/img/2fe1b99f-631a-46ef-90af-c257b671fdc6.png,true
16727302,15836443,from-the-laboratory-bench-to-the-lecture-hall,artifacts/file/img/b73df875-fdb0-4480-8b7e-46ee628615e8.png,true
16727391,15836532,crop-improvement,artifacts/file/img/0fbd6554-600d-46a2-b045-e3dc2b7bd293.png,true
16727433,15836574,intraocular-pressure-changes-after-intravitreal-fluocinolone-acetonide-implant,artifacts/file/img/1a67f99b-c3ae-4772-9e46-5d9d2a7a63b3.png,true
16727447,15836588,grapevine-rootstock-and-soil-microbiome-interactions,artifacts/file/img/ce0bf542-45b9-4152-ad41-90cc9f5f41df.png,true
16727504,15836645,soil-biological-fertility,artifacts/file/img/7929d6aa-4c11-450a-83a8-a9260c76a777.png,true
16727640,15836781,modelling-the-effects-of-stocking-rate-soil-type-agroclimate-location-and-nitrogen-input-on-the-grass-dm-yield-and-forage-self-sufficiency-of-irish-grass-based-dairy-production-systems,artifacts/file/img/fbb901ff-8dde-415e-8310-e80a939ac79f.png,true
16727814,15836955,editorial-commentary-on-draft-of-world-health-organization-sixth-edition-laboratory-manual-for-the-examination-and-processing-of-human-semen,artifacts/file/img/8f25ee00-1bb9-4a0c-bc36-ddf53c5519ab.png,true
16727905,15837046,atlas-of-phenotypic-genotypic-and-geographical-diversity-present-in-the-european-traditional-tomato,artifacts/file/img/a1958052-788a-4398-acf7-5ef5db686280.png,true
16728127,15837268,broadband-access-and-territorial-development-in-times-of-uncertainty,artifacts/file/img/4e1abf9f-3139-4a18-a725-013763b452dd.png,true
16728145,15837286,study-of-the-interaction-between-hydrogen-and-ultra-dispersed-metals-for-heterogeneous-catalysis,artifacts/file/img/ec0523bf-8b77-4432-8af3-99d7d4ba7851.png,false
16728201,15837342,environmental-public-policies-a-challenge-for-bottom-valleys,artifacts/file/img/94a9cb20-6d6f-441d-800e-30d1393e72f5.png,true
16728310,15837451,limited-dispersal-and-local-adaptation-promote-allopatric-speciation-in-a-biodiversity-hotspot,artifacts/file/img/6eca4126-619e-4d10-9735-3f3fd02bf827.png,true
16728369,15837510,multi-faceted-migration-in-food-contact-polyethylene-based-nanocomposite-packaging,artifacts/file/img/2b360985-0068-4c08-bdc5-a1a341023f22.png,true
16728421,15837562,limagerie-sensorielle,artifacts/file/img/e21b00fc-9474-44eb-834c-930c1ce0324f.png,true
16728459,15837600,detecting-irrigation-events-over-semi-arid-and-temperate-climatic-areas-using-sentinel-1-data,artifacts/file/img/81329955-a8cb-4d0b-a2a4-67aa04ac89d1.png,true
16728801,15837942,oriented-granulometry-to-quantify-fibre-orientation-distributions-in-synthetic-and-plant-fibre-composite-preforms,artifacts/file/img/ccabc8f4-3be9-4ffb-bd19-de10e28d93fd.png,true
16728899,15838040,floating-littoral-zone-floliz,artifacts/file/img/27819abd-e6f1-4944-b259-c0ee14131c5f.png,true
16728938,15838079,rubisco-a-potential-protein-ingredient-to-enrich-wheat-based-food,artifacts/file/img/9c400bae-5128-405c-ad57-589834700a58.png,true
16728982,15838123,pastinnova-innovative-models-for-sustainable-future-of-mediterranean-pastoral-systems,artifacts/file/img/f7c488e3-090d-48f9-b570-9a5de1249193.png,true
16729166,15838307,interactions-between-polyphenol-oxidation-products-and-salivary-proteins,artifacts/file/img/075e6cfa-b18e-4333-8037-cdf2a3e76a28.png,true
16729420,15838561,peering-through-the-thicket,artifacts/file/img/1ca23466-bea9-4d05-99c8-dee91350f0c8.png,true
16729429,15838570,biological-role-of-pazopanib-and-sunitinib-aldehyde-derivatives-in-drug-induced-liver-injury,artifacts/file/img/a828c029-8ba8-4950-bcd6-1b8a1b5ea369.png,true
16729480,15838621,application-of-artificial-intelligence-to-decode-the-relationships-between-smell-olfactory-receptors-and-small-molecules,artifacts/file/img/38871199-4422-41d7-a147-3d2b5e3e5a44.png,true
16729517,15838658,review,artifacts/file/img/6a75cd05-00f8-48c4-bbb2-b9ceb4bbd94c.png,true
16729598,15838739,multirisk,artifacts/file/img/0a77cbc8-96fc-43b0-84cf-e459c8df6f2f.png,true
16729657,15838798,modeling-of-the-combined-dynamics-of-leptospirosis-transmission-and-seroconversion-in-herds,artifacts/file/img/2c461bee-978c-431a-a2f7-1df6abca0b6b.png,true
16729696,15838837,gardening-practices-and-knowledge-in-tropical-environments,artifacts/file/img/af71de53-a1d0-438b-9d78-185d3879e063.png,true
16729716,15838857,draft-genome-sequence-of-candida-railenensis-strain-clib-1423-isolated-from-papaya-fruit-in-french-guiana,artifacts/file/img/bf55574a-dc5b-4180-a308-94d418208ed2.png,true
16729733,15838876,how-to-manage-migratory-pests-and-potential-food-crises,artifacts/file/img/fb89ea30-3a20-4e54-b209-0b10f10b971e.png,true
16729744,15838885,characterization-of-innovative-animal-toxins-for-the-functional-study-of-angiotensin-receptors,artifacts/file/img/7a6e3334-f943-4ecb-8d93-95656ec9fce4.png,true
16729888,15839029,respective-contribution-of-ultra-processing-and-nutritional-quality-of-foods-to-the-overall-diet-quality,artifacts/file/img/b6510a05-6b62-4f9f-b0e0-2ec1aa7e7e50.png,true
16729945,15839086,growing-energy-cover-crops-in-double-cropping,artifacts/file/img/90e0a73a-5f5f-4b3d-9cd9-993a397758c2.png,true
16730009,15839150,low-sensitivity-of-three-terrestrial-biosphere-models-to-soil-texture-over-the-south-american-tropics,artifacts/file/img/adbc1853-e384-4316-b817-75e160e1c1f8.png,true
16730050,15839191,dataset-on-phenotypic-characterization-on-protein-and-genome-analysis-of-three-fluorescent-pseudomonas-strains-from-mid-mountain-water,artifacts/file/img/963fca62-7f44-4641-b8c7-9ff75711bcd4.png,true
16730076,15839217,absence-of-testicular-estrogen-leads-to-defects-in-spermatogenesis-and-increased-semen-abnormalities-in-male-rabbits,artifacts/file/img/0a5683bf-c163-4309-8530-4a9127100ed3.png,true
16693002,15802143,no-evidence-of-pedv-infection-in-french-artificial-insemination-centers-in-2015,artifacts/file/img/06f6050c-6038-4105-9c2b-0791bccc0da9.png,true
16694128,15803269,metabolic-effects-of-a-chronic-dietary-exposure-to-a-low-dose-oesticide-cocktail-in-mice,artifacts/file/img/108edb95-c496-4156-b402-6c768f1aa3f7.png,true
16694185,15803326,deciphering-hybrid-larch-reaction-norms-using-random-regression,artifacts/file/img/500cf6d1-f4ec-451f-a30b-75cd57374606.png,true
16694195,15803336,modular-cell-based-platform-for-high-throughput-identification-of-compounds-that-inhibit-a-viral-interferon-antagonist-of-choice,artifacts/file/img/d5aaa6c1-483e-45eb-b320-a17e5628fffd.png,true
16694257,15803398,idiopathic-pulmonary-embolism-in-a-case-of-severe-family-ankrd26-thrombocytopenia,artifacts/file/img/7748fd40-91c6-48ec-bf68-374d3444f8b6.png,true
16694627,15803768,role-of-backyard-flocks-in-transmission-dynamics-of-highly-pathogenic-avian-influenza-ah5n8-clade-2344-france-2016-2017,artifacts/file/img/fcdf0ea2-02e5-486f-aae3-ae23db9de34b.png,true
16694628,15803769,maternal-effects-and-environmental-filtering-shape-seed-fungal-communities-in-oak-trees,artifacts/file/img/f54a9f17-2a4f-4b0e-8aa9-e0373706791c.png,true
